1,1,53.63,59.4,123.1,61.550000000000004,1,1,1.0
1,2,0.0,13.24,19.01,32.699999999999996,1,1,1.0
1,3,95.0,0.0,222.13,63.63,1,1,1.0
1,4,311.36,0.0,401.99,116.53,1,1,1.0
2,1,34.4,59.4,123.09,61.550000000000004,1,1,1.0
2,2,0.0,12.28,13.24,32.699999999999996,1,1,1.0
2,3,95.0,0.0,221.39999999999998,63.63,1,1,1.0
2,4,310.4,0.0,400.1,116.53,1,1,1.0
3,1,11.32,52.67,123.09,61.55,1,1,1.0
3,2,0.0,12.28,7.47,32.699999999999996,1,1,1.0
3,3,95.0,0.0,220.67000000000002,63.63,1,1,1.0
3,4,310.07,0.0,400.43,116.53,1,1,1.0
4,1,2.66,51.71,123.10000000000001,61.550000000000004,1,1,1.0
4,3,95.0,0.0,219.93,63.63,1,1,1.0
4,4,309.73,0.0,400.77,116.53,1,1,1.0
5,1,0.0,48.82,97.87,61.550000000000004,1,1,1.0
5,3,95.0,0.0,219.2,63.63,1,1,1.0
5,4,309.4,0.0,401.1,116.53,1,1,1.0
6,1,0.0,44.02,76.71,61.54,1,1,1.0
6,3,95.0,0.0,219.2,63.63,1,1,1.0
6,4,309.4,0.0,399.20000000000005,116.53,1,1,1.0
7,1,0.0,40.17,59.4,61.55,1,1,1.0
7,3,95.0,0.0,219.2,63.63,1,1,1.0
7,4,307.5,0.0,401.1,116.53,1,1,1.0
8,1,0.0,39.21,44.02,61.550000000000004,1,1,1.0
8,3,95.0,0.0,219.2,63.63,1,1,1.0
8,4,307.5,0.0,400.47,116.53,1,1,1.0
9,1,0.0,37.29,27.67,61.54,1,1,1.0
9,3,95.0,0.0,219.2,63.63,1,1,1.0
9,4,307.5,0.0,399.83000000000004,116.53,1,1,1.0
10,1,0.0,36.32,16.13,61.550000000000004,1,1,1.0
10,3,95.0,0.0,219.2,63.63,1,1,1.0
10,4,307.5,0.0,399.20000000000005,116.53,1,1,1.0
10,5,914.34,189.61,45.65999999999997,78.86000000000001,1,1,1.0
11,3,95.0,0.0,219.2,63.63,1,1,1.0
11,4,307.42,0.0,399.2,116.42,1,1,1.0
11,5,868.2,183.8,91.79999999999995,84.67000000000002,1,1,1.0
12,3,95.0,0.0,219.2,63.63,1,1,1.0
12,4,307.34,0.0,399.2,116.31,1,1,1.0
12,5,817.3,164.6,142.70000000000005,103.87000000000003,1,1,1.0
13,3,95.0,0.0,219.2,63.63,1,1,1.0
13,4,307.26,0.0,399.20000000000005,116.21,1,1,1.0
13,5,768.3,155.0,191.70000000000005,113.47000000000003,1,1,1.0
14,3,95.0,0.0,219.2,63.63,1,1,1.0
14,4,307.18,0.0,399.2,116.1,1,1,1.0
