1,1,119.69,333.14,138.81,60.670000000000016,1,1,1.0
1,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
1,3,731.44,263.34,74.75999999999999,44.900000000000034,1,1,1.0
2,1,97.25,336.46,138.81,60.68000000000001,1,1,1.0
2,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
2,3,717.31,265.84,74.7600000000001,44.89000000000004,1,1,1.0
3,1,73.98,339.79,143.82,60.66999999999996,1,1,1.0
3,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
3,3,706.5,268.33,74.75999999999999,44.900000000000034,1,1,1.0
4,1,49.04,345.61,143.83,60.66999999999996,1,1,1.0
4,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
4,3,691.54,270.83,78.06000000000006,44.89000000000004,1,1,1.0
5,1,17.46,348.9,154.64,64.86000000000001,1,1,1.0
5,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
5,3,676.58,272.49,78.05999999999995,44.889999999999986,1,1,1.0
6,1,0.0,349.73,152.15,64.85999999999996,1,1,1.0
6,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
6,3,663.28,273.32,78.06000000000006,44.889999999999986,1,1,1.0
7,1,0.0,357.21,128.05,64.86000000000001,1,1,1.0
7,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
7,3,651.64,274.98,78.06000000000006,44.89999999999998,1,1,1.0
8,1,0.0,359.71,101.45,64.86000000000001,1,1,1.0
8,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
8,3,636.68,278.3,78.06000000000006,44.89999999999998,1,1,1.0
9,1,0.0,361.37,80.67,64.86000000000001,1,1,1.0
9,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
9,3,619.2,279.97,82.24000000000001,44.889999999999986,1,1,1.0
10,1,0.0,361.37,51.58,64.86000000000001,1,1,1.0
10,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
10,3,605.07,281.63,82.2399999999999,44.889999999999986,1,1,1.0
11,1,0.0,364.69,30.8,64.87,1,1,1.0
11,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
11,3,590.94,282.5,83.8599999999999,48.18000000000001,1,1,1.0
12,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
12,3,572.65,282.5,84.64999999999998,48.18000000000001,1,1,1.0
13,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
13,3,561.85,289.98,84.63999999999999,48.18000000000001,1,1,1.0
14,2,207.38,248.8,99.72000000000003,44.89999999999998,1,1,1.0
